id,observed_on_string,observed_on,time_observed_at,time_zone,out_of_range,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,id_please,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,private_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_class_name,taxon_order_name,taxon_family_name,taxon_genus_name
3597958,2016/05/24 12:24 PM CDT,2016-05-24,2016-05-24 10:24:00 -0700,Central Time (US & Canada),true,216168,psweet,2016-07-02 17:08:38 -0700,2019-12-27 06:01:42 -0800,research,CC-BY-NC,http://www.inaturalist.org/observations/3597958,https://static.inaturalist.org/photos/4165001/medium.JPG?1467504223,,"",,false,2,1,false,,"Monroe County, FL, USA",24.6279030016,-82.8750014305,152,,,,,,open,false,,,Stoplight Parrotfish,Sparisoma viride,Stoplight Parrotfish,Actinopterygii,112867,Actinopterygii,Perciformes,Scaridae,Sparisoma
3597959,2016/05/24 12:15 PM CDT,2016-05-24,2016-05-24 10:15:00 -0700,Central Time (US & Canada),,216168,psweet,2016-07-02 17:08:39 -0700,2018-07-02 14:21:18 -0700,research,CC-BY-NC,http://www.inaturalist.org/observations/3597959,https://static.inaturalist.org/photos/4165002/medium.JPG?1467504228,,"",,false,2,0,false,,"Monroe County, FL, USA",24.6278639901,-82.8748941422,191,,,,,,,false,,,Grey Snapper,Lutjanus griseus,Grey Snapper,Actinopterygii,49509,Actinopterygii,Perciformes,Lutjanidae,Lutjanus
3635943,2015/04/01 5:39 PM HST,2015-04-01,2015-04-01 20:39:00 -0700,Hawaii,,267179,jokurtz,2016-07-06 21:16:12 -0700,2018-07-13 18:56:31 -0700,research,CC-BY-NC,http://www.inaturalist.org/observations/3635943,https://static.inaturalist.org/photos/4202604/medium.JPG?1467864112,,"",,false,3,0,false,,"Islamorada, FL, USA",24.9242943,-80.6278364,4535,,,,,,,false,,,Atlantic Blue Tang,Acanthurus coeruleus,Atlantic Blue Tang,Actinopterygii,121196,Actinopterygii,Perciformes,Acanthuridae,Acanthurus
3635944,2015/03/30 1:18 AM HST,2015-03-30,2015-03-30 04:18:00 -0700,Hawaii,,267179,jokurtz,2016-07-06 21:16:12 -0700,2017-02-24 21:25:51 -0800,research,CC-BY-NC,http://www.inaturalist.org/observations/3635944,https://static.inaturalist.org/photos/4202602/medium.JPG?1467864106,,fish,          ,false,2,0,false,,"Dry Tortugas National Park, United States",24.6646481,-82.8855961,13791,,,,,,,false,,,Atlantic Blue Tang,Acanthurus coeruleus,Atlantic Blue Tang,Actinopterygii,121196,Actinopterygii,Perciformes,Acanthuridae,Acanthurus
3635955,2015/04/02 5:16 PM HST,2015-04-02,2015-04-02 20:16:00 -0700,Hawaii,,267179,jokurtz,2016-07-06 21:16:18 -0700,2017-05-03 10:46:52 -0700,research,CC-BY-NC,http://www.inaturalist.org/observations/3635955,https://static.inaturalist.org/photos/4202659/medium.JPG?1467864350,,everglades,,false,2,0,false,,"Marathon, FL 33050, USA",24.7291444242,-81.0593890784,796,,,,,,,false,,,Bluestriped Grunt,Haemulon sciurus,Bluestriped Grunt,Actinopterygii,49262,Actinopterygii,Perciformes,Haemulidae,Haemulon
3635956,2015/03/30 12:46 AM HST,2015-03-30,2015-03-30 03:46:00 -0700,Hawaii,,267179,jokurtz,2016-07-06 21:16:19 -0700,2016-10-05 21:23:06 -0700,research,CC-BY-NC,http://www.inaturalist.org/observations/3635956,https://static.inaturalist.org/photos/4202663/medium.JPG?1467864372,,more fish,          ,false,3,0,false,,"Dry Tortugas National Park, United States",24.6646481,-82.8855961,13791,,,,,,,false,,,Bluestriped Grunt,Haemulon sciurus,Bluestriped Grunt,Actinopterygii,49262,Actinopterygii,Perciformes,Haemulidae,Haemulon
3635965,2015/03/30 1:22 AM HST,2015-03-30,2015-03-30 04:22:00 -0700,Hawaii,,267179,jokurtz,2016-07-06 21:16:24 -0700,2016-10-05 21:22:58 -0700,research,CC-BY-NC,http://www.inaturalist.org/observations/3635965,https://static.inaturalist.org/photos/4202711/medium.JPG?1467864663,,fish,          ,false,2,0,false,,"Dry Tortugas National Park, United States",24.6646481,-82.8855961,13791,,,,,,,false,,,French Grunt,Haemulon flavolineatum,French Grunt,Actinopterygii,62600,Actinopterygii,Perciformes,Haemulidae,Haemulon
3635966,2015/04/01 5:37 PM HST,2015-04-01,2015-04-01 20:37:00 -0700,Hawaii,,267179,jokurtz,2016-07-06 21:16:26 -0700,2018-07-02 11:56:55 -0700,research,CC-BY-NC,http://www.inaturalist.org/observations/3635966,https://static.inaturalist.org/photos/4202716/medium.JPG?1467864683,,"",,false,3,0,false,,"Islamorada, FL, USA",24.9242943,-80.6278364,2178,,,,,,,false,,,French Grunt,Haemulon flavolineatum,French Grunt,Actinopterygii,62600,Actinopterygii,Perciformes,Haemulidae,Haemulon
3636120,2015/03/30 12:40 AM HST,2015-03-30,2015-03-30 03:40:00 -0700,Hawaii,,267179,jokurtz,2016-07-06 22:11:24 -0700,2019-11-13 18:31:09 -0800,research,CC-BY-NC,http://www.inaturalist.org/observations/3636120,https://static.inaturalist.org/photos/4202783/medium.JPG?1467865292,,more fish,          ,false,1,0,false,,"Dry Tortugas National Park, United States",24.6646481,-82.8855961,13791,,,,,,,false,,,Grey Snapper,Lutjanus griseus,Grey Snapper,Actinopterygii,49509,Actinopterygii,Perciformes,Lutjanidae,Lutjanus
3636121,2015/04/02 5:01 PM HST,2015-04-02,2015-04-02 20:01:00 -0700,Hawaii,,267179,jokurtz,2016-07-06 22:11:26 -0700,2016-10-05 21:22:56 -0700,research,CC-BY-NC,http://www.inaturalist.org/observations/3636121,https://static.inaturalist.org/photos/4202784/medium.JPG?1467865298,,everglades,,false,2,0,false,,"Marathon, FL 33050, USA",24.726026,-81.0446262,1282,,,,,,,false,,,Grey Snapper,Lutjanus griseus,Grey Snapper,Actinopterygii,49509,Actinopterygii,Perciformes,Lutjanidae,Lutjanus
3636122,2015/04/01 5:37 PM HST,2015-04-01,2015-04-01 20:37:00 -0700,Hawaii,,267179,jokurtz,2016-07-06 22:11:27 -0700,2018-07-24 10:18:28 -0700,research,CC-BY-NC,http://www.inaturalist.org/observations/3636122,https://static.inaturalist.org/photos/4202795/medium.JPG?1467865334,,"",,false,4,0,false,,"Islamorada, FL, USA",24.9242943,-80.6278364,3571,,,,,,,false,,,Schoolmaster Snapper,Lutjanus apodus,Schoolmaster Snapper,Actinopterygii,81989,Actinopterygii,Perciformes,Lutjanidae,Lutjanus
3636133,2015/03/30 1:30 AM HST,2015-03-30,2015-03-30 04:30:00 -0700,Hawaii,,267179,jokurtz,2016-07-06 22:11:41 -0700,2018-07-13 18:16:37 -0700,research,CC-BY-NC,http://www.inaturalist.org/observations/3636133,https://static.inaturalist.org/photos/4202852/medium.JPG?1467865766,,fish,          ,false,2,0,false,,"Florida, US",24.6951245822,-82.8127634177,13791,,,,,,obscured,true,,,Mutton Snapper,Lutjanus analis,Mutton Snapper,Actinopterygii,104853,Actinopterygii,Perciformes,Lutjanidae,Lutjanus
3636147,2015/03/30 1:23 AM HST,2015-03-30,2015-03-30 04:23:00 -0700,Hawaii,true,267179,jokurtz,2016-07-06 22:12:02 -0700,2018-07-13 18:30:26 -0700,research,CC-BY-NC,http://www.inaturalist.org/observations/3636147,https://static.inaturalist.org/photos/4202919/medium.JPG?1467866106,,fish,          ,false,3,0,false,,"Dry Tortugas National Park, United States",24.6646481,-82.8855961,13791,,,,,,,false,,,Striped Parrotfish,Scarus iseri,Striped Parrotfish,Actinopterygii,49690,Actinopterygii,Perciformes,Scaridae,Scarus
3636162,2015/04/02 5:03 PM HST,2015-04-02,2015-04-02 20:03:00 -0700,Hawaii,false,267179,jokurtz,2016-07-06 22:12:23 -0700,2016-10-05 21:23:24 -0700,research,CC-BY-NC,http://www.inaturalist.org/observations/3636162,https://static.inaturalist.org/photos/4202977/medium.JPG?1467866303,,everglades,,false,2,0,false,,"Monroe County, US-FL, US",24.6156222584,-81.0355064336,1664,,,,,,obscured,true,,,Rainbow Parrotfish,Scarus guacamaia,Rainbow Parrotfish,Actinopterygii,112148,Actinopterygii,Perciformes,Scaridae,Scarus
3636163,2015/03/30 1:23 AM HST,2015-03-30,2015-03-30 04:23:00 -0700,Hawaii,false,267179,jokurtz,2016-07-06 22:12:24 -0700,2018-07-13 18:30:30 -0700,research,CC-BY-NC,http://www.inaturalist.org/observations/3636163,https://static.inaturalist.org/photos/4202981/medium.JPG?1467866307,,fish,          ,false,3,0,false,,"Florida, US",24.6731427332,-82.8976179344,13791,,,,,,obscured,true,,,Rainbow Parrotfish,Scarus guacamaia,Rainbow Parrotfish,Actinopterygii,112148,Actinopterygii,Perciformes,Scaridae,Scarus
3636164,2015/04/01 5:31 PM HST,2015-04-01,2015-04-01 20:31:00 -0700,Hawaii,false,267179,jokurtz,2016-07-06 22:12:27 -0700,2018-07-02 11:56:39 -0700,research,CC-BY-NC,http://www.inaturalist.org/observations/3636164,https://static.inaturalist.org/photos/4202998/medium.JPG?1467866351,,"",,false,3,0,false,,"Monroe County, US-FL, US",24.86314358,-80.611935631,3294,,,,,,obscured,true,,,Rainbow Parrotfish,Scarus guacamaia,Rainbow Parrotfish,Actinopterygii,112148,Actinopterygii,Perciformes,Scaridae,Scarus
3636182,2015/03/30 1:25 AM HST,2015-03-30,2015-03-30 04:25:00 -0700,Hawaii,false,267179,jokurtz,2016-07-06 22:12:52 -0700,2019-12-27 09:43:05 -0800,research,CC-BY-NC,http://www.inaturalist.org/observations/3636182,https://static.inaturalist.org/photos/4203084/medium.JPG?1467866723,,fish,          ,false,4,1,false,,"Dry Tortugas National Park, United States",24.6646481,-82.8855961,13791,,,,,,open,false,,,Yellowtail Parrotfish,Sparisoma rubripinne,Yellowtail Parrotfish,Actinopterygii,112864,Actinopterygii,Perciformes,Scaridae,Sparisoma
3636202,2015/04/02 1:48 AM HST,2015-04-02,2015-04-02 04:48:00 -0700,Hawaii,,267179,jokurtz,2016-07-06 22:13:14 -0700,2018-07-02 11:55:26 -0700,research,CC-BY-NC,http://www.inaturalist.org/observations/3636202,https://static.inaturalist.org/photos/4203144/medium.JPG?1467866942,,snapper,          ,false,3,0,false,,"Islamorada, FL, USA",24.9242943,-80.6278364,3703,,,,,,,false,,,Yellowtail Snapper,Ocyurus chrysurus,Yellowtail Snapper,Actinopterygii,47292,Actinopterygii,Perciformes,Lutjanidae,Ocyurus
3638824,2015/03/30 1:13 AM HST,2015-03-30,2015-03-30 04:13:00 -0700,Hawaii,,267179,jokurtz,2016-07-07 12:39:47 -0700,2018-07-24 10:18:28 -0700,research,CC-BY-NC,http://www.inaturalist.org/observations/3638824,https://static.inaturalist.org/photos/4207206/medium.JPG?1467920345,,fish,          ,false,4,0,false,,"Dry Tortugas National Park, United States",24.6646481,-82.8855961,13791,,,,,,,false,,,Schoolmaster Snapper,Lutjanus apodus,Schoolmaster Snapper,Actinopterygii,81989,Actinopterygii,Perciformes,Lutjanidae,Lutjanus
3680939,Thu Jul 14 2016 23:00:03 GMT-0700 (PDT),2016-07-14,2016-07-14 23:00:03 -0700,Pacific Time (US & Canada),false,69124,bonzai,2016-07-14 23:04:25 -0700,2018-07-07 07:53:45 -0700,research,CC-BY-NC,http://www.inaturalist.org/observations/3680939,https://static.inaturalist.org/photos/4266402/medium.jpg?1544853545,,,,false,1,0,false,3,"Monroe County, US-FL, US",24.655543341,-81.3216533393,182,,,,,,obscured,true,,,Rainbow Parrotfish,Scarus guacamaia,Rainbow Parrotfish,Actinopterygii,112148,Actinopterygii,Perciformes,Scaridae,Scarus
3744777,Mon Jun 20 2016 13:00:20 GMT-0600 (MDT),2016-06-20,2016-06-20 12:00:20 -0700,Mountain Time (US & Canada),false,267092,ryanmyers,2016-07-25 11:27:39 -0700,2019-01-17 05:24:00 -0800,research,,http://www.inaturalist.org/observations/3744777,https://static.inaturalist.org/photos/4355063/medium.jpeg?1469471265,,"",,true,3,0,false,3,,16.6068830833,-62.0048604732,2881,,,,,,obscured,true,,,Elkhorn Coral,Acropora palmata,Elkhorn Coral,Animalia,93312,Anthozoa,Scleractinia,Acroporidae,Acropora
3772710,2016-07-03 8:17:56 AM AST,2016-07-03,2016-07-03 04:17:56 -0700,Atlantic Time (Canada),,276833,patriciatorrespineda,2016-07-30 14:21:14 -0700,2018-07-24 10:21:31 -0700,research,CC-BY-NC,http://www.inaturalist.org/observations/3772710,https://static.inaturalist.org/photos/4397777/medium.jpeg?1469913724,,"",Juveniles,false,2,0,false,2,"San Fernando de Monte Cristi, DO-MC, DO",19.8601150979,-71.6600340977,2064,,,,,,,false,gps,gps,Schoolmaster Snapper,Lutjanus apodus,Schoolmaster Snapper,Actinopterygii,81989,Actinopterygii,Perciformes,Lutjanidae,Lutjanus
3780198,2016/04/13 11:57 AM BOT,2016-04-13,2016-04-13 08:57:00 -0700,La Paz,,280151,anacarohdez,2016-07-31 18:33:35 -0700,2016-08-26 08:57:04 -0700,research,CC-BY-NC,http://www.inaturalist.org/observations/3780198,https://static.inaturalist.org/photos/4409076/medium.jpg?1470015179,,"",DCIM\100GOPRO\GOPR1482.,false,3,0,false,,"Paradise Island, Dominican Republic",19.8702532,-71.3061199,40,,,,,,,false,,,Yellowtail Snapper,Ocyurus chrysurus,Yellowtail Snapper,Actinopterygii,47292,Actinopterygii,Perciformes,Lutjanidae,Ocyurus
3780414,2016-04-13 12:01:57,2016-04-13,2016-04-13 09:01:57 -0700,La Paz,false,280151,anacarohdez,2016-07-31 18:51:24 -0700,2018-12-31 22:37:16 -0800,research,CC-BY-NC,http://www.inaturalist.org/observations/3780414,https://static.inaturalist.org/photos/4409430/medium.jpeg?1470016285,,"",DCIM\100GOPRO\GOPR1503.,false,4,0,false,,,19.9149301991,-71.3561817734,40,,,,,,obscured,true,,,Pillar Coral,Dendrogyra cylindrus,Pillar Coral,Animalia,99196,Anthozoa,Scleractinia,Meandrinidae,Dendrogyra
3811991,2016/08/02 10:19 AM CDT,2016-08-02,2016-08-02 08:19:00 -0700,Central Time (US & Canada),,8094,ekrimmel,2016-08-06 06:05:21 -0700,2016-08-27 03:49:55 -0700,research,CC0,http://www.inaturalist.org/observations/3811991,https://static.inaturalist.org/photos/4455690/medium.jpg?1470487909,,"","",false,2,0,false,,"New Providence, BS",25.1040595057,-77.2325992588,61,,,,,,,false,,,Padina sanctae-crucis,Padina sanctae-crucis,White Scroll Alga,Chromista,133502,Phaeophyceae,Dictyotales,Dictyotaceae,Padina
3811995,2016/08/02 10:55 AM CDT,2016-08-02,2016-08-02 08:55:00 -0700,Central Time (US & Canada),,8094,ekrimmel,2016-08-06 06:05:22 -0700,2018-09-27 06:53:55 -0700,research,CC0,http://www.inaturalist.org/observations/3811995,https://static.inaturalist.org/photos/4455694/medium.jpg?1470487921,,"","",false,2,0,false,,"New Providence, BS",25.1080621754,-77.2395515442,303,,,,,,,false,,,Atlantic Blue Tang,Acanthurus coeruleus,Atlantic Blue Tang,Actinopterygii,121196,Actinopterygii,Perciformes,Acanthuridae,Acanthurus
3811996,2016/08/02 10:56 AM CDT,2016-08-02,2016-08-02 08:56:00 -0700,Central Time (US & Canada),false,8094,ekrimmel,2016-08-06 06:05:22 -0700,2018-06-26 09:31:34 -0700,research,CC0,http://www.inaturalist.org/observations/3811996,https://static.inaturalist.org/photos/4455695/medium.jpg?1470487927,,"","",false,2,0,false,,"New Providence, BS",25.1080621754,-77.2395515442,303,,,,,,,false,,,Stoplight Parrotfish,Sparisoma viride,Stoplight Parrotfish,Actinopterygii,112867,Actinopterygii,Perciformes,Scaridae,Sparisoma
3811998,2016/08/02 10:56 AM CDT,2016-08-02,2016-08-02 08:56:00 -0700,Central Time (US & Canada),,8094,ekrimmel,2016-08-06 06:05:23 -0700,2018-09-27 06:53:53 -0700,research,CC0,http://www.inaturalist.org/observations/3811998,https://static.inaturalist.org/photos/4455697/medium.jpg?1470487939,,"","",false,2,0,false,,"New Providence, BS",25.1080621754,-77.2395515442,303,,,,,,,false,,,Atlantic Blue Tang,Acanthurus coeruleus,Atlantic Blue Tang,Actinopterygii,121196,Actinopterygii,Perciformes,Acanthuridae,Acanthurus
3812001,2016/08/02 11:02 AM CDT,2016-08-02,2016-08-02 09:02:00 -0700,Central Time (US & Canada),,8094,ekrimmel,2016-08-06 06:05:24 -0700,2018-09-27 06:53:53 -0700,research,CC0,http://www.inaturalist.org/observations/3812001,https://static.inaturalist.org/photos/4455699/medium.jpg?1470487950,,"","",false,2,0,false,,"New Providence, BS",25.1080621754,-77.2395515442,303,,,,,,,false,,,French Grunt,Haemulon flavolineatum,French Grunt,Actinopterygii,62600,Actinopterygii,Perciformes,Haemulidae,Haemulon
3812004,2016/08/02 11:17 AM CDT,2016-08-02,2016-08-02 09:17:00 -0700,Central Time (US & Canada),false,8094,ekrimmel,2016-08-06 06:05:25 -0700,2018-09-27 06:53:51 -0700,research,CC0,http://www.inaturalist.org/observations/3812004,https://static.inaturalist.org/photos/4455701/medium.jpg?1470487957,,"","",false,2,0,false,,"New Providence, BS",25.1080621754,-77.2395515442,303,,,,,,,false,,,Stoplight Parrotfish,Sparisoma viride,Stoplight Parrotfish,Actinopterygii,112867,Actinopterygii,Perciformes,Scaridae,Sparisoma
3812012,2016/08/02 1:00 PM CDT,2016-08-02,2016-08-02 11:00:00 -0700,Central Time (US & Canada),,8094,ekrimmel,2016-08-06 06:05:27 -0700,2018-09-27 06:53:49 -0700,research,CC0,http://www.inaturalist.org/observations/3812012,https://static.inaturalist.org/photos/4455710/medium.jpg?1470488000,,"","",false,4,1,false,,"New Providence, Bahamas",25.1086111111,-77.2402805556,,,,,,,,false,,,Doctorfish Tang,Acanthurus chirurgus,Doctorfish,Actinopterygii,121195,Actinopterygii,Perciformes,Acanthuridae,Acanthurus
3812016,2016/08/02 1:00 PM CDT,2016-08-02,2016-08-02 11:00:00 -0700,Central Time (US & Canada),,8094,ekrimmel,2016-08-06 06:05:28 -0700,2018-09-27 06:53:48 -0700,research,CC0,http://www.inaturalist.org/observations/3812016,https://static.inaturalist.org/photos/4455715/medium.jpg?1470488006,,"","",false,2,0,false,,"New Providence, Bahamas",25.1086111111,-77.2402805556,,,,,,,,false,,,French Grunt,Haemulon flavolineatum,French Grunt,Actinopterygii,62600,Actinopterygii,Perciformes,Haemulidae,Haemulon
3812023,2016/08/02 1:09 PM CDT,2016-08-02,2016-08-02 11:09:00 -0700,Central Time (US & Canada),false,8094,ekrimmel,2016-08-06 06:05:31 -0700,2018-03-16 10:15:58 -0700,research,CC0,http://www.inaturalist.org/observations/3812023,https://static.inaturalist.org/photos/4455722/medium.jpg?1470488036,,"","",false,5,2,false,,"New Providence, Bahamas",25.1086111111,-77.2402805556,,,,,,,,false,,,Queen Parrotfish,Scarus vetula,Queen Parrotfish,Actinopterygii,112169,Actinopterygii,Perciformes,Scaridae,Scarus
3821797,2016/06/08 9:28 AM EDT,2016-06-08,2016-06-08 06:28:00 -0700,Eastern Time (US & Canada),true,286279,kelliodonnell2003,2016-08-07 07:06:11 -0700,2019-01-17 05:24:08 -0800,research,CC-BY-NC,http://www.inaturalist.org/observations/3821797,https://static.inaturalist.org/photos/4468982/medium.jpg?1470578240,,"",,false,2,0,false,,Cuba,21.6760956379,-82.970354194,39064,,,,,,obscured,true,,,Elkhorn Coral,Acropora palmata,Elkhorn Coral,Animalia,93312,Anthozoa,Scleractinia,Acroporidae,Acropora
3821801,2016/06/08 9:28 AM EDT,2016-06-08,2016-06-08 06:28:00 -0700,Eastern Time (US & Canada),false,286279,kelliodonnell2003,2016-08-07 07:06:13 -0700,2019-01-17 05:24:11 -0800,research,CC-BY-NC,http://www.inaturalist.org/observations/3821801,https://static.inaturalist.org/photos/4469033/medium.jpg?1470578649,,"",,false,3,0,false,,Cuba,23.0234442298,-82.5335918085,1856,,,,,,obscured,true,,,Elkhorn Coral,Acropora palmata,Elkhorn Coral,Animalia,93312,Anthozoa,Scleractinia,Acroporidae,Acropora
3845399,Mon May 09 2016 15:34:28 GMT-0500 (CDT),2016-05-09,2016-05-09 13:34:28 -0700,Central Time (US & Canada),false,285840,frnndo,2016-08-09 12:51:52 -0700,2019-12-11 09:06:28 -0800,research,,http://conabio.inaturalist.org/observations/3845399,https://static.inaturalist.org/photos/4502824/medium.jpg?1470772321,,"",,false,1,0,false,3,"Yucatán, MX",21.0489278217,-90.0585002497,,,,,,,obscured,true,,,Red Grouper,Epinephelus morio,Red Grouper,Actinopterygii,49637,Actinopterygii,Perciformes,Serranidae,Epinephelus
3849291,2015-06-28 21:21:57,2015-06-28,2015-06-28 18:21:57 -0700,Eastern Time (US & Canada),false,297914,richieh,2016-08-09 22:41:33 -0700,2019-12-03 10:47:38 -0800,research,CC-BY-NC,http://www.inaturalist.org/observations/3849291,https://static.inaturalist.org/photos/4507863/medium.jpg?1470807695,,"","",false,2,0,false,,Bahamas,26.7974357505,-77.053268773,1729,,,,,,obscured,true,,google,Nassau Grouper,Epinephelus striatus,Nassau Grouper,Actinopterygii,49746,Actinopterygii,Perciformes,Serranidae,Epinephelus
3900291,2016/08/14 10:53 AM BOT,2016-08-14,2016-08-14 07:53:00 -0700,La Paz,false,9016,mikegrutherford,2016-08-16 12:57:23 -0700,2016-08-27 16:21:52 -0700,research,CC-BY-NC,http://www.inaturalist.org/observations/3900291,https://static.inaturalist.org/photos/4582918/medium.jpeg?1471376970,,"",OLYMPUS DIGITAL CAMERA         ,false,1,0,false,,"Sangre Grande, TT",10.7021049614,-61.0144615173,244,,,,,,,false,,,Lesser starlet coral,Siderastrea radians,,Animalia,112555,Anthozoa,Scleractinia,Siderastreidae,Siderastrea
3900293,2016/08/14 10:53 AM BOT,2016-08-14,2016-08-14 07:53:00 -0700,La Paz,,9016,mikegrutherford,2016-08-16 12:57:23 -0700,2016-08-16 20:02:47 -0700,research,CC-BY-NC,http://www.inaturalist.org/observations/3900293,https://static.inaturalist.org/photos/4582922/medium.jpeg?1471376977,,"",OLYMPUS DIGITAL CAMERA         ,false,1,0,false,,"Sangre Grande, TT",10.7021049614,-61.0144615173,244,,,,,,,false,,,Porkfish,Anisotremus virginicus,Porkfish,Actinopterygii,49947,Actinopterygii,Perciformes,Haemulidae,Anisotremus
3900528,2016/02/27 1:12 PM BOT,2016-02-27,2016-02-27 09:12:00 -0800,La Paz,false,9016,mikegrutherford,2016-08-16 13:43:49 -0700,2019-01-23 08:31:25 -0800,research,CC-BY-NC,http://www.inaturalist.org/observations/3900528,https://static.inaturalist.org/photos/4583308/medium.jpeg?1471379521,,"",OLYMPUS DIGITAL CAMERA         ,false,3,0,false,,"Chacachacare, Trinidad & Tobago",10.68292806,-61.7379820347,76,,,,,,,false,,,Artichoke Coral,Scolymia cubensis,Artichoke Coral,Animalia,57573,Anthozoa,Scleractinia,Faviidae,Scolymia
3900534,2016/02/27 1:25 PM BOT,2016-02-27,2016-02-27 09:25:00 -0800,La Paz,false,9016,mikegrutherford,2016-08-16 13:43:51 -0700,2016-08-27 16:21:45 -0700,research,CC-BY-NC,http://www.inaturalist.org/observations/3900534,https://static.inaturalist.org/photos/4583316/medium.jpeg?1471379550,,"",OLYMPUS DIGITAL CAMERA         ,false,1,0,false,,"Chacachacare, Trinidad & Tobago",10.68292806,-61.7379820347,76,,,,,,,false,,,Massive Starlet Coral,Siderastrea siderea,Massive Starlet Coral,Animalia,112557,Anthozoa,Scleractinia,Siderastreidae,Siderastrea
3900540,2016/02/27 1:36 PM BOT,2016-02-27,2016-02-27 09:36:00 -0800,La Paz,false,9016,mikegrutherford,2016-08-16 13:43:53 -0700,2016-08-27 16:21:43 -0700,research,CC-BY-NC,http://www.inaturalist.org/observations/3900540,https://static.inaturalist.org/photos/4583323/medium.jpeg?1471379567,,"",OLYMPUS DIGITAL CAMERA         ,false,1,0,false,,"Chacachacare, Trinidad & Tobago",10.68292806,-61.7379820347,76,,,,,,,false,,,Porites porites,Porites porites,Finger Coral,Animalia,110128,Anthozoa,Scleractinia,Poritidae,Porites
3930830,2014/11/07 9:50 AM UTC,2014-11-07,,UTC,false,308835,catta,2016-08-21 01:13:57 -0700,2016-08-27 16:20:13 -0700,research,CC-BY-NC,http://www.inaturalist.org/observations/3930830,https://static.inaturalist.org/photos/4626460/medium.jpg?1471757796,,"",                               ,false,1,0,false,,"Belize, BZ",17.2802409092,-87.8117197752,,,,,,,,false,,,Blade Fire Coral,Millepora complanata,Blade Fire Coral,Animalia,105880,Hydrozoa,Anthoathecata,Milleporidae,Millepora
3930832,2014/11/07 9:58 AM UTC,2014-11-07,,UTC,false,308835,catta,2016-08-21 01:13:59 -0700,2016-08-27 16:20:12 -0700,research,CC-BY-NC,http://www.inaturalist.org/observations/3930832,https://static.inaturalist.org/photos/4626476/medium.jpg?1471757879,,"",                               ,false,1,0,false,,"Belize, BZ",17.2803535995,-87.811890095,,,,,,,,false,,,Symmetrical Brain Coral,Pseudodiploria strigosa,Symmetrical Brain Coral,Animalia,504639,Anthozoa,Scleractinia,Faviidae,Pseudodiploria
3930836,2014/11/07 10:13 AM UTC,2014-11-07,,UTC,false,308835,catta,2016-08-21 01:14:01 -0700,2016-08-27 16:20:09 -0700,research,CC-BY-NC,http://www.inaturalist.org/observations/3930836,https://static.inaturalist.org/photos/4626489/medium.jpg?1471758030,,"",                               ,false,1,0,false,,"Belize, BZ",17.280199931,-87.811747938,,,,,,,,false,,,Branching Fire Coral,Millepora alcicornis,Branching Fire Coral,Animalia,105877,Hydrozoa,Anthoathecata,Milleporidae,Millepora
3930866,2014/11/07 12:00 AM UTC,2014-11-07,,UTC,false,308835,catta,2016-08-21 01:14:17 -0700,2016-08-27 16:20:02 -0700,research,CC-BY-NC,http://www.inaturalist.org/observations/3930866,https://static.inaturalist.org/photos/4626544/medium.jpg?1471758361,,"",,false,1,0,false,,"Belize, BZ",17.2803126212,-87.8071653843,,,,,,,,false,,,Symmetrical Brain Coral,Pseudodiploria strigosa,Symmetrical Brain Coral,Animalia,504639,Anthozoa,Scleractinia,Faviidae,Pseudodiploria
3930887,2014/11/07 12:00 AM UTC,2014-11-07,,UTC,,308835,catta,2016-08-21 01:39:05 -0700,2019-08-21 14:24:52 -0700,research,CC-BY-NC,http://www.inaturalist.org/observations/3930887,https://static.inaturalist.org/photos/4627129/medium.jpg?1471768275,,"",,false,3,0,false,,"Belize, BZ",17.2803433549,-87.8069025278,,,,,,,,false,,,Bluestriped Grunt,Haemulon sciurus,Bluestriped Grunt,Actinopterygii,49262,Actinopterygii,Perciformes,Haemulidae,Haemulon
3930890,2014/11/07 12:00 AM UTC,2014-11-07,2014-11-06 16:00:00 -0800,UTC,,308835,catta,2016-08-21 01:39:06 -0700,2019-08-21 14:24:41 -0700,research,CC-BY-NC,http://www.inaturalist.org/observations/3930890,https://static.inaturalist.org/photos/4627132/medium.jpg?1471768293,,"",,false,5,0,false,,"Belize, BZ",17.2802639595,-87.807153314,,,,,,,,false,,,Porkfish,Anisotremus virginicus,Porkfish,Actinopterygii,49947,Actinopterygii,Perciformes,Haemulidae,Anisotremus
3930893,2014/11/07 12:00 AM UTC,2014-11-07,2014-11-06 16:00:00 -0800,UTC,false,308835,catta,2016-08-21 01:39:07 -0700,2019-01-17 05:24:15 -0800,research,CC-BY-NC,http://www.inaturalist.org/observations/3930893,https://static.inaturalist.org/photos/4627135/medium.jpg?1471768312,,"",,false,3,0,false,,"Belize, BZ",17.2103104389,-87.8982888687,,,,,,,obscured,true,,,Elkhorn Coral,Acropora palmata,Elkhorn Coral,Animalia,93312,Anthozoa,Scleractinia,Acroporidae,Acropora
